researcher_id,researcher_name,title,link,cited_by,year,authors,journal
ltu1CEYAAAAJ,Salameh P,Respiratory symptoms in children and exposure to pesticides,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&citation_for_view=ltu1CEYAAAAJ:u-x6o8ySG0sC,176,2003,"PR Salameh, I Baldi, P Brochard, C Raherison, B Abi Saleh, R Salamon","European Respiratory Journal 22 (3), 507-512"
ltu1CEYAAAAJ,Salameh P,"Consanguinity in Lebanon: prevalence, distribution and determinants",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&citation_for_view=ltu1CEYAAAAJ:2osOgNQ5qMEC,165,2009,"B Barbour, P Salameh","Journal of biosocial science 41 (4), 505-517"
ltu1CEYAAAAJ,Salameh P,Antibiotic discovery and resistance: the chase and the race,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&citation_for_view=ltu1CEYAAAAJ:7uOkfv6XYJ4C,161,2022,"K Iskandar, J Murugaiyan, D Hammoudi Halat, SE Hage, V Chibabhai, ...","Antibiotics 11 (2), 182"
ltu1CEYAAAAJ,Salameh P,"Knowledge, attitude and behaviors towards patients with mental illness: Results from a national Lebanese study",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&citation_for_view=ltu1CEYAAAAJ:-w1eE4La9_EC,153,2019,"C Abi Doumit, C Haddad, H Sacre, P Salameh, M Akel, S Obeid, M Akiki, ...","PloS one 14 (9), e0222172"
ltu1CEYAAAAJ,Salameh P,Fatherhood and health outcomes in Europe,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&citation_for_view=ltu1CEYAAAAJ:OWslULmvb_UC,"151
*",2007,World Health Organization,Fatherhood and health outcomes in Europe
ltu1CEYAAAAJ,Salameh P,Surveillance of antimicrobial resistance in Lebanese hospitals: retrospective nationwide compiled data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&citation_for_view=ltu1CEYAAAAJ:GJVTs2krol4C,149,2016,"K Chamoun, M Farah, G Araj, Z Daoud, R Moghnieh, P Salameh, ...","International journal of infectious diseases 46, 64-70"
ltu1CEYAAAAJ,Salameh P,Validity and reliability of an adapted arabic version of the long international physical activity questionnaire,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&citation_for_view=ltu1CEYAAAAJ:U5uP8zs9lfgC,146,2018,"K Helou, N El Helou, M Mahfouz, Y Mahfouz, P Salameh, ...","BMC public health 18, 1-8"
ltu1CEYAAAAJ,Salameh P,Congenital anomalies: prevalence and risk factors,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&citation_for_view=ltu1CEYAAAAJ:Nw_I7GeUguwC,145,2014,"R Francine, S Pascale, H Aline","mortality 1 (2), 10.13189"
ltu1CEYAAAAJ,Salameh P,The epidemiology of stroke in the Middle East,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:I9gX6wnfuA8C,138,2016,"M El-Hajj, P Salameh, S Rachidi, H Hosseini","European Stroke Journal 1 (3), 180-198"
ltu1CEYAAAAJ,Salameh P,Association between eating behavior and quarantine/confinement stressors during the coronavirus disease 2019 outbreak,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:f13iAvnbnnYC,137,2020,"C Haddad, M Zakhour, M Bou Kheir, R Haddad, M Al Hachach, H Sacre, ...","Journal of eating disorders 8, 1-12"
ltu1CEYAAAAJ,Salameh P,Mental health outcomes of the COVID-19 pandemic and a collapsing economy: perspectives from a developing country,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:2TuIPqOg0e0C,131,2020,"P Salameh, H Aline, DA Badro, C Abou Selwan, A Randa, H Sacre","Psychiatry research 294, 113520"
ltu1CEYAAAAJ,Salameh P,"Problematic social media use and mental health (depression, anxiety, and insomnia) among Lebanese adults: Any mediating effect of stress?",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:0kLwNjf3oFwC,130,2021,"D Malaeb, P Salameh, S Barbar, E Awad, C Haddad, R Hallit, H Sacre, ...","Perspectives in psychiatric care 57 (2), 539-549"
ltu1CEYAAAAJ,Salameh P,Drivers of antibiotic resistance transmission in low-and middle-income countries from a “one health” perspective—a review,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:jvrRlaHg2sAC,129,2020,"K Iskandar, L Molinier, S Hallit, M Sartelli, F Catena, F Coccolini, ...","Antibiotics 9 (7), 372"
ltu1CEYAAAAJ,Salameh P,Self‐medication misuse in the Middle East: a systematic literature review,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:feST4K8J0scC,124,2017,"MM Khalifeh, ND Moore, PR Salameh","Pharmacology research & perspectives 5 (4), e00323"
ltu1CEYAAAAJ,Salameh P,Cross-cultural adaptation and validation of the Arabic version of the BACS scale (the brief assessment of cognition in schizophrenia) among chronic schizophrenic inpatients,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:jODAHDUrbwUC,119,2021,"C Haddad, P Salameh, S Hallit, S Obeid, G Haddad, JP Clément, B Calvet","BMC psychiatry 21 (1), 223"
ltu1CEYAAAAJ,Salameh P,Assessment of dietary intake patterns and their correlates among university students in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:4OULZ7Gr8RgC,119,2014,"P Salameh, L Jomaa, C Issa, G Farhat, J Salamé, N Zeidan, I Baldi, ...","Frontiers in public health 2, 185"
ltu1CEYAAAAJ,Salameh P,Evaluation of medication adherence in Lebanese hypertensive patients,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:v6PuF9mNY3oC,116,2016,"Y Mohammad, AH Amal, A Sanaa, R Samar, Z Salam, B Wafa, ...","Journal of epidemiology and global health 6 (3), 157-167"
ltu1CEYAAAAJ,Salameh P,Assessment of self-medication in population buying antibiotics in pharmacies: a pilot study from Beirut and its suburbs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:4DMP91E08xMC,114,2014,"L Cheaito, S Azizi, N Saleh, P Salameh","International journal of public health 59, 319-327"
ltu1CEYAAAAJ,Salameh P,"The AMEL study, a cross sectional population-based survey on aging and malnutrition in 1200 elderly Lebanese living in rural settings: protocol and sample characteristics",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:QIV2ME_5wuYC,113,2013,"C Boulos, P Salameh, P Barberger-Gateau","BMC Public Health 13, 1-13"
ltu1CEYAAAAJ,Salameh P,A Mediterranean diet pattern with low consumption of liquid sweets and refined cereals is negatively associated with adiposity in adults from rural Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:bCjgOgSFrM0C,112,2011,"C Issa, N Darmon, P Salameh, M Maillot, M Batal, D Lairon","International journal of obesity 35 (2), 251-258"
ltu1CEYAAAAJ,Salameh P,Antibiotic dispensation by Lebanese pharmacists: a comparison of higher and lower socio-economic levels,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:SP6oXDckpogC,100,2015,"R Farah, N Lahoud, P Salameh, N Saleh","Journal of infection and public health 8 (1), 37-46"
ltu1CEYAAAAJ,Salameh P,Respiratory diseases and pesticide exposure: a case-control study in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:Tyk-4Ss8FVUC,96,2006,"P Salameh, M Waked, I Baldi, P Brochard, B Abi Saleh","Journal of Epidemiology & Community Health 60 (3), 256-261"
ltu1CEYAAAAJ,Salameh P,Diet and allergic diseases among population aged 0 to 18 years: myth or reality?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:KlAtU1dfN6UC,89,2013,"D Saadeh, P Salameh, I Baldi, C Raherison","Nutrients 5 (9), 3399-3423"
ltu1CEYAAAAJ,Salameh P,Chronic obstructive pulmonary disease prevalence in Lebanon: a cross-sectional descriptive study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:zYLM7Y9cAGgC,89,2011,"M Waked, G Khayat, P Salameh","Clinical Epidemiology, 315-323"
ltu1CEYAAAAJ,Salameh P,"Suicidal ideation among Lebanese adolescents: scale validation, prevalence and correlates",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:Cy13deThEpcC,87,2020,"M Chahine, P Salameh, C Haddad, H Sacre, M Soufia, M Akel, S Obeid, ...","BMC psychiatry 20, 1-11"
ltu1CEYAAAAJ,Salameh P,"Factors associated with alcohol use disorder: the role of depression, anxiety, stress, alexithymia and work fatigue-a population study in Lebanon",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:uoeYKOKFegwC,84,2020,"S Obeid, M Akel, C Haddad, K Fares, H Sacre, P Salameh, S Hallit","BMC public health 20, 1-11"
ltu1CEYAAAAJ,Salameh P,Saliva cotinine and exhaled carbon monoxide levels in natural environment waterpipe smokers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:d1gkVwhDpl0C,84,2007,"ZA Bacha, P Salameh, M Waked","Inhalation toxicology 19 (9), 771-777"
ltu1CEYAAAAJ,Salameh P,Validation of the Hamilton anxiety rating scale and state trait anxiety inventory a and B in Arabic among the Lebanese population,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:cTy_cm4PQvYC,83,2020,"S Hallit, C Haddad, R Hallit, M Akel, S Obeid, G Haddad, M Soufia, ...","Clinical epidemiology and global health 8 (4), 1104-1109"
ltu1CEYAAAAJ,Salameh P,Attitudes of Lebanese adults regarding COVID-19 vaccination,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:Sw8WaQuuSIgC,82,2021,"C Kasrine Al Halabi, S Obeid, H Sacre, M Akel, R Hallit, P Salameh, ...","BMC public health 21 (1), 998"
ltu1CEYAAAAJ,Salameh P,Smoking and COVID-19: a scoping review,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:oYVvnHz_XzQC,82,2021,"C Haddad, S Bou Malhab, H Sacre, P Salameh","Tobacco use insights 14, 1179173X21994612"
ltu1CEYAAAAJ,Salameh P,"Assessing knowledge, attitude, practice, and preparedness of hospital pharmacists in Lebanon towards COVID-19 pandemic: a cross-sectional study",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:qt-6tCTBDsQC,82,2020,"RM Zeenny, E Ramia, Y Akiki, S Hallit, P Salameh","Journal of pharmaceutical policy and practice 13 (1), 54"
ltu1CEYAAAAJ,Salameh P,COVID-19 pandemic and mental health in Lebanon: a cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:e-nnqdki048C,80,2021,"R El Othman, E Touma, R El Othman, C Haddad, R Hallit, S Obeid, ...","International Journal of Psychiatry in Clinical Practice 25 (2), 152-163"
ltu1CEYAAAAJ,Salameh P,"Attachment style and addictions (alcohol, cigarette, waterpipe and internet) among Lebanese adolescents: a national study",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:1l3MdapXzAoC,78,2020,"L Nakhoul, S Obeid, H Sacre, C Haddad, M Soufia, R Hallit, M Akel, ...","BMC psychology 8, 1-10"
ltu1CEYAAAAJ,Salameh P,Drug-related problems identified by clinical pharmacist's students and pharmacist's interventions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:8k81kl-MbHgC,78,2012,"AH Al-Hajje, F Atoui, S Awada, S Rachidi, S Zein, P Salameh","Annales pharmaceutiques françaises 70 (3), 169-176"
ltu1CEYAAAAJ,Salameh P,Obesity and symptoms of depression among adults in selected countries of the M iddle E ast: a systematic review and meta‐analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:tBlTYpvFGQIC,77,2015,"L Abou Abbas, P Salameh, W Nasser, Z Nasser, I Godin","Clinical obesity 5 (1), 2-11"
ltu1CEYAAAAJ,Salameh P,High iron level in early pregnancy increased glucose intolerance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:gV6rEsy15s0C,76,2015,"S Zein, S Rachidi, S Awada, M Osman, A Al-Hajje, N Shami, I Sharara, ...","Journal of Trace Elements in Medicine and Biology 30, 220-225"
ltu1CEYAAAAJ,Salameh P,Factors associated with poor nutritional status among community dwelling Lebanese elderly subjects living in rural areas: results of the AMEL study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:JV2RwH3_ST0C,76,2014,"C Boulos, P Salameh, P Barberger-Gateau","The journal of nutrition, health & aging 18, 487-494"
ltu1CEYAAAAJ,Salameh P,"Video gaming addiction and its association with memory, attention and learning skills in Lebanese children",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:KEtq3P1Vf8oC,74,2020,"Y Farchakh, C Haddad, H Sacre, S Obeid, P Salameh, S Hallit","Child and Adolescent Psychiatry and Mental Health 14, 1-11"
ltu1CEYAAAAJ,Salameh P,Autism in children and correlates in Lebanon: a pilot case-control study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:R3hNpaxXUhUC,73,2013,"A Hamadé, P Salameh, HM MEDLEJ, ME HAJJ, ZN SAADALLAH, F Rizk","JOURNAL OF RESEARCH IN HEALTH SCIENCES (JRHS) 13 (2), 119-124"
ltu1CEYAAAAJ,Salameh P,"Knowledge, attitudes, and practices toward the coronavirus disease 2019 (COVID‐19) among nurses in Lebanon",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:YXeC4bxG7-IC,72,2021,"D Saadeh, H Sacre, S Hallit, R Farah, P Salameh","Perspectives in psychiatric care 57 (3), 1212-1221"
ltu1CEYAAAAJ,Salameh P,Construction of the Lebanese Anxiety Scale (LAS-10): a new scale to assess anxiety in adult patients,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:rUnQDpM0TEQC,72,2020,"S Hallit, S Obeid, C Haddad, R Hallit, M Akel, G Haddad, M Soufia, ...","International Journal of Psychiatry in Clinical Practice 24 (3), 270-277"
ltu1CEYAAAAJ,Salameh P,Validation of the Arabic version of the Eating Attitude Test in Lebanon: a population study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:8EvVLpklxGMC,71,2021,"C Haddad, C Khoury, P Salameh, H Sacre, R Hallit, N Kheir, S Obeid, ...","Public health nutrition 24 (13), 4132-4143"
ltu1CEYAAAAJ,Salameh P,Knowledge of pharmacists and parents towards antibiotic use in pediatrics: a cross-sectional study in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:GpOSJs1ZbLkC,70,2018,"L Zahreddine, S Hallit, S Shakaroun, A Al-Hajje, S Awada, N Lahoud",Pharmacy Practice (Granada) 16 (3)
ltu1CEYAAAAJ,Salameh P,Prevalence and association of asthma and allergic sensitization with dietary factors in schoolchildren: data from the french six cities study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:kO05sadLmrgC,67,2015,"D Saadeh, P Salameh, D Caillaud, D Charpin, F De Blay, C Kopferschmitt, ...","BMC public health 15, 1-11"
ltu1CEYAAAAJ,Salameh P,Knowledge and practice of university students in Lebanon regarding contraception,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:_FxGoFyzp5QC,66,2009,"B Barbour, P Salameh","East Mediterr Health J 15 (2), 387-399"
ltu1CEYAAAAJ,Salameh P,Unhealthy behaviors and risk of uncontrolled hypertension among treated individuals-The CONSTANCES population-based study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:pYRxIbzCxX0C,65,2020,"M Cherfan, A Vallee, S Kab, P Salameh, M Goldberg, M Zins, J Blacher","Scientific Reports 10 (1), 1925"
ltu1CEYAAAAJ,Salameh P,Epidemiology and microbiological profile comparison between community and hospital acquired infections: a multicenter retrospective study in Lebanon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:1wZ_wKGpLuwC,65,2018,"R Matta, S Hallit, R Hallit, W Bawab, AM Rogues, P Salameh","Journal of infection and public health 11 (3), 405-411"
ltu1CEYAAAAJ,Salameh P,"Reliability, factor analysis and internal consistency calculation of the Insomnia Severity Index (ISI) in French and in English among Lebanese adolescents",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:rpSJNIKeXWsC,65,2017,"M Chahoud, R Chahine, P Salameh, EA Sauleau","ENeurologicalSci 7, 9-14"
ltu1CEYAAAAJ,Salameh P,Evaluation of antibiotic prescription in the Lebanese community: a pilot study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:oYLFIHfuHKwC,64,2015,"N Saleh, S Awada, R Awwad, S Jibai, C Arfoul, L Zaiter, W Dib, ...","Infection ecology & epidemiology 5 (1), 27094"
ltu1CEYAAAAJ,Salameh P,Patient perception of acute pain management: data from three tertiary care hospitals,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:VjBpw8Hezy4C,63,2017,"E Ramia, SC Nasser, P Salameh, AH Saad","Pain Research and Management 2017 (1), 7459360"
ltu1CEYAAAAJ,Salameh P,Factors associated with alexithymia among the Lebanese population: results of a cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:mo9XK3BEATIC,62,2019,"S Obeid, M Akel, C Haddad, K Fares, H Sacre, P Salameh, S Hallit","BMC psychology 7, 1-10"
ltu1CEYAAAAJ,Salameh P,"Influenza vaccination: a cross-sectional survey of knowledge, attitude and practices among the Lebanese adult population",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:M0j1y4EgrScC,62,2015,"G El Khoury, P Salameh",International journal of environmental research and public health 12 (12 …
ltu1CEYAAAAJ,Salameh P,Outdoor particulate matter (PM) and associated cardiovascular diseases in the Middle East,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:Tfl4UtY-dJUC,62,2015,"Z Nasser, PR Salameh, W Nasser, LA Abbas, EM Elias, A Leveque",Walter de Gruyter GmbH
ltu1CEYAAAAJ,Salameh P,Water-pipe (narguile) smokers in Lebanon: a pilot study.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:IjCSPb-OGe4C,60,2009,"M Waked, P Salameh, Z Aoun",Eastern Mediterranean health journal 15 (2)
ltu1CEYAAAAJ,Salameh P,Adolescent obesity in Lebanese private schools,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:UeHWp8X0CEIC,60,2006,"H Chakar, PR Salameh","The European Journal of Public Health 16 (6), 648-651"
ltu1CEYAAAAJ,Salameh P,Validation of the Arabic version of the “12-item short-form health survey”(SF-12) in a sample of Lebanese adults,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:ey9_mCyZ-VYC,59,2021,"C Haddad, H Sacre, S Obeid, P Salameh, S Hallit","Archives of Public Health 79 (1), 56"
ltu1CEYAAAAJ,Salameh P,"Prevalence and factors affecting the level of depression, anxiety, and stress in hospitalized patients with a chronic disease.",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:jMZTt8odoasC,59,2019,"N Fattouh, S Hallit, P Salameh, G Choueiry, F Kazour, R Hallit",Perspectives in psychiatric care 55 (4)
ltu1CEYAAAAJ,Salameh P,"An assessment of quality of life in patients with asthma through physical, emotional, social, and occupational aspects. A cross-sectional study",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ltu1CEYAAAAJ&cstart=20&pagesize=80&citation_for_view=ltu1CEYAAAAJ:rCuJAniQoLoC,58,2022,"Z Kharaba, E Feghali, F El Husseini, H Sacre, C Abou Selwan, S Saadeh, ...","Frontiers in public health 10, 883784"
